# sqrt_k_eta0 h omega_b omega_cdm A_s n_s
3.51398463e+00 6.93412256e-01 2.18601834e-02 1.21299176e-01 2.00769353e-09 9.66865943e-01
3.45512075e+00 7.06829982e-01 2.19883358e-02 1.22497488e-01 2.23222853e-09 9.60444236e-01
3.87204176e+00 7.26618891e-01 2.22853142e-02 1.19772829e-01 2.10214682e-09 9.70184126e-01
3.70953959e+00 7.23406069e-01 2.18847527e-02 1.22525530e-01 2.19444279e-09 9.64523346e-01
3.47598722e+00 6.89737078e-01 2.19235186e-02 1.18680102e-01 2.10868532e-09 9.61147033e-01
3.82996961e+00 7.06034277e-01 2.17006694e-02 1.19206361e-01 2.06573841e-09 9.60482350e-01
3.34261415e+00 7.06810645e-01 2.17289359e-02 1.17315203e-01 1.92468415e-09 9.67644652e-01
3.51532399e+00 6.99088503e-01 2.21465355e-02 1.22097675e-01 2.19583755e-09 9.61347712e-01
3.43410439e+00 6.78911720e-01 2.19244333e-02 1.17799622e-01 2.15450041e-09 9.65976951e-01
3.13124651e+00 6.86222331e-01 2.23900836e-02 1.14330248e-01 2.08423769e-09 9.63134844e-01
3.71591767e+00 6.91887178e-01 2.20797804e-02 1.21337494e-01 1.96781927e-09 9.62887862e-01
3.63735514e+00 7.21560084e-01 2.18006658e-02 1.16962735e-01 1.93302172e-09 9.68216479e-01
3.51085822e+00 6.74265556e-01 2.20348117e-02 1.19110078e-01 2.10827166e-09 9.69615918e-01
3.59572934e+00 6.83885300e-01 2.19078857e-02 1.25534381e-01 2.13880663e-09 9.66790882e-01
4.17181061e+00 7.09181580e-01 2.23070525e-02 1.27786418e-01 2.01160572e-09 9.70552611e-01
3.26455257e+00 6.94984423e-01 2.19671380e-02 1.22885310e-01 2.08249626e-09 9.67216189e-01
3.53518112e+00 6.45368872e-01 2.21870327e-02 1.22921402e-01 1.91850264e-09 9.65232412e-01
3.78011740e+00 6.99454268e-01 2.19702951e-02 1.23965937e-01 2.03704597e-09 9.55147905e-01
3.81079466e+00 6.86929938e-01 2.20838564e-02 1.19115496e-01 2.20830895e-09 9.66150952e-01
3.73868187e+00 7.09997398e-01 2.21681234e-02 1.13047114e-01 2.21311566e-09 9.66324510e-01
3.75447665e+00 7.00087085e-01 2.18608127e-02 1.23744991e-01 2.14109874e-09 9.64668015e-01
3.47979280e+00 7.08022872e-01 2.19245205e-02 1.29580761e-01 2.19407436e-09 9.67996996e-01
3.30127556e+00 7.13974247e-01 2.20951716e-02 1.14914884e-01 1.92534783e-09 9.66713905e-01
3.66885767e+00 6.76007075e-01 2.19876731e-02 1.20545867e-01 2.20059875e-09 9.65940988e-01
3.67450367e+00 6.82198555e-01 2.19583374e-02 1.21886676e-01 1.99183557e-09 9.69811722e-01
3.47753778e+00 6.82782241e-01 2.15006730e-02 1.18273741e-01 2.07901541e-09 9.67765152e-01
3.74690020e+00 6.97977026e-01 2.19163099e-02 1.20542494e-01 2.15861019e-09 9.67060323e-01
3.41116443e+00 6.84942738e-01 2.19306790e-02 1.15399967e-01 2.19143312e-09 9.64323779e-01
3.46363268e+00 7.10851688e-01 2.22526397e-02 1.21221642e-01 1.93809583e-09 9.65818033e-01
3.57902936e+00 6.93902028e-01 2.19716292e-02 1.15543728e-01 2.01513409e-09 9.63184062e-01
3.56980111e+00 6.91862850e-01 2.20606089e-02 1.21683090e-01 2.26402999e-09 9.67471224e-01
3.31589249e+00 6.86550281e-01 2.17686285e-02 1.13543244e-01 1.90293664e-09 9.65697938e-01
3.65582854e+00 6.82881104e-01 2.18626218e-02 1.13915579e-01 2.10404600e-09 9.60739648e-01
3.92729668e+00 7.10110843e-01 2.23191306e-02 1.16527632e-01 2.03076120e-09 9.69208496e-01
3.69699243e+00 7.12920498e-01 2.14515553e-02 1.17913054e-01 1.92897126e-09 9.62148706e-01
3.65257002e+00 7.32070880e-01 2.16959551e-02 1.17391472e-01 2.13873973e-09 9.59667384e-01
3.64013244e+00 6.86818308e-01 2.16556541e-02 1.19343264e-01 2.22217775e-09 9.60278994e-01
3.66698533e+00 7.11786765e-01 2.20659691e-02 1.22318259e-01 2.15839631e-09 9.63576310e-01
3.74438193e+00 7.09136193e-01 2.20639922e-02 1.17486602e-01 2.17844249e-09 9.64043210e-01
3.73686739e+00 6.82161424e-01 2.22361071e-02 1.26010931e-01 2.11891475e-09 9.63861341e-01
3.52678700e+00 6.87079900e-01 2.23824146e-02 1.19702850e-01 2.09012094e-09 9.67935820e-01
3.78001151e+00 7.09934056e-01 2.22739237e-02 1.17456708e-01 1.84522683e-09 9.68948524e-01
3.19444890e+00 7.32253736e-01 2.19883152e-02 1.23493081e-01 2.16849842e-09 9.67672630e-01
3.69715733e+00 7.02527705e-01 2.20595132e-02 1.23947277e-01 1.94023617e-09 9.66144144e-01
3.55983790e+00 7.04717916e-01 2.22630536e-02 1.22598943e-01 2.16005532e-09 9.58447785e-01
3.41405558e+00 7.01259143e-01 2.19594705e-02 1.17501796e-01 2.11452980e-09 9.63661366e-01
3.64254327e+00 7.12652128e-01 2.20461874e-02 1.17846744e-01 2.25456867e-09 9.67487634e-01
3.77231686e+00 6.84081301e-01 2.18540499e-02 1.20863399e-01 2.12049687e-09 9.60134090e-01
3.69998323e+00 7.09315546e-01 2.19138180e-02 1.16818551e-01 2.17833608e-09 9.67322023e-01
3.51153851e+00 6.84683242e-01 2.19563716e-02 1.15528603e-01 2.05046900e-09 9.59460560e-01
3.71865360e+00 6.75474865e-01 2.23028162e-02 1.27367207e-01 1.94928082e-09 9.67705868e-01
3.72953442e+00 6.62769175e-01 2.21776481e-02 1.15628938e-01 2.15806919e-09 9.57600004e-01
3.41611468e+00 6.87619457e-01 2.19073448e-02 1.19714718e-01 2.11642933e-09 9.77328270e-01
3.49660356e+00 7.05038185e-01 2.19941293e-02 1.17217241e-01 1.98852249e-09 9.66468078e-01
3.77835392e+00 7.27199563e-01 2.21003910e-02 1.26202339e-01 2.00086244e-09 9.62861168e-01
3.80469757e+00 7.05812787e-01 2.20040382e-02 1.24492432e-01 2.09908806e-09 9.64610543e-01
3.75779355e+00 7.22797574e-01 2.21275812e-02 1.20496562e-01 2.11921270e-09 9.67778825e-01
3.49978283e+00 6.93514620e-01 2.19547591e-02 1.22401817e-01 2.14962623e-09 9.64594236e-01
3.26378539e+00 6.91446314e-01 2.18901723e-02 1.15514390e-01 1.99611995e-09 9.68461232e-01
3.40820976e+00 6.79102280e-01 2.23864779e-02 1.17573321e-01 2.04645976e-09 9.63464886e-01
3.66418930e+00 7.03124958e-01 2.21627150e-02 1.16694896e-01 2.20197140e-09 9.70294879e-01
3.68585300e+00 7.25533739e-01 2.20360639e-02 1.24592735e-01 2.16084460e-09 9.64061129e-01
3.82698887e+00 7.12759338e-01 2.18766287e-02 1.14846592e-01 1.93275034e-09 9.63067494e-01
3.27082568e+00 6.76703927e-01 2.19186098e-02 1.25463779e-01 2.20449825e-09 9.63776392e-01
3.70467652e+00 6.90187569e-01 2.18331168e-02 1.20874729e-01 2.03521285e-09 9.65067193e-01
3.51428649e+00 7.00971971e-01 2.20783153e-02 1.11710851e-01 2.16894841e-09 9.66144384e-01
3.29544112e+00 6.99455067e-01 2.16349246e-02 1.15402806e-01 2.11114811e-09 9.60442811e-01
3.58499940e+00 6.88086084e-01 2.18937728e-02 1.19142190e-01 2.29825339e-09 9.62858306e-01
3.82828147e+00 6.91664658e-01 2.17328848e-02 1.21075857e-01 1.95648857e-09 9.63146115e-01
3.56030250e+00 6.98310790e-01 2.19408179e-02 1.15510362e-01 2.01551530e-09 9.61299681e-01
4.11007372e+00 6.52945876e-01 2.20947526e-02 1.18203453e-01 2.14319272e-09 9.60033491e-01
3.68247315e+00 7.12351974e-01 2.18312303e-02 1.32759762e-01 2.10709776e-09 9.67067926e-01
3.43896574e+00 7.19526857e-01 2.21718951e-02 1.20814062e-01 2.09355801e-09 9.66951761e-01
3.87062921e+00 7.05823043e-01 2.19897052e-02 1.25412610e-01 2.20660382e-09 9.70041401e-01
3.57118565e+00 6.78517379e-01 2.19509725e-02 1.25897428e-01 2.02582950e-09 9.63150412e-01
3.51604483e+00 7.11844201e-01 2.17666940e-02 1.19698944e-01 2.11123450e-09 9.65667498e-01
3.60252557e+00 7.16306260e-01 2.18535999e-02 1.23475164e-01 2.11496932e-09 9.66940873e-01
3.63221111e+00 6.78623839e-01 2.22380718e-02 1.15787183e-01 2.17760015e-09 9.70245040e-01
3.83193533e+00 7.09547890e-01 2.19991014e-02 1.22298523e-01 2.20943189e-09 9.65716572e-01
3.82319443e+00 6.88244405e-01 2.16184736e-02 1.13578874e-01 2.01664198e-09 9.61142442e-01
3.45238486e+00 7.07749491e-01 2.19405248e-02 1.14711538e-01 2.22583061e-09 9.60478749e-01
3.67701270e+00 6.86127262e-01 2.21933232e-02 1.18501506e-01 2.22299856e-09 9.61396528e-01
3.71420643e+00 6.48425104e-01 2.21905361e-02 1.19737701e-01 2.17352892e-09 9.59754025e-01
3.43977281e+00 6.78287864e-01 2.22338126e-02 1.18969380e-01 1.97375540e-09 9.61565763e-01
3.68765780e+00 6.80849061e-01 2.15897356e-02 1.20103008e-01 2.04195123e-09 9.62329847e-01
3.65861238e+00 6.99755114e-01 2.18491680e-02 1.14988535e-01 2.01823126e-09 9.59377929e-01
3.85532393e+00 7.29369397e-01 2.20408640e-02 1.21817711e-01 2.09686368e-09 9.62301178e-01
3.80763598e+00 7.05206282e-01 2.20326491e-02 1.22705824e-01 1.80600348e-09 9.61824825e-01
3.63889033e+00 7.10509270e-01 2.21087340e-02 1.24000243e-01 2.07863915e-09 9.61609179e-01
3.42129843e+00 6.80158224e-01 2.21177255e-02 1.16169708e-01 2.05030679e-09 9.60473728e-01
3.85220966e+00 7.06219937e-01 2.14697181e-02 1.17797046e-01 1.97439223e-09 9.71087755e-01
3.87108166e+00 7.15367706e-01 2.22167096e-02 1.18323727e-01 2.17913317e-09 9.64347205e-01
3.99464380e+00 7.19600361e-01 2.22092956e-02 1.19133307e-01 2.12426238e-09 9.56469082e-01
3.78446490e+00 7.02217050e-01 2.22265225e-02 1.21735213e-01 2.06142148e-09 9.63015657e-01
3.34383783e+00 6.62128212e-01 2.15658041e-02 1.19480759e-01 2.18490507e-09 9.66802173e-01
3.51480908e+00 6.78150289e-01 2.23298165e-02 1.18758949e-01 2.19681389e-09 9.68903286e-01
3.04264401e+00 6.94455844e-01 2.18442824e-02 1.18666697e-01 1.92610885e-09 9.71859738e-01
3.64205957e+00 7.08481610e-01 2.21637528e-02 1.17907172e-01 2.19093403e-09 9.63638107e-01
3.74547047e+00 7.09397927e-01 2.21335911e-02 1.23627883e-01 2.07116200e-09 9.65966322e-01
3.56780198e+00 7.12447292e-01 2.18973065e-02 1.16006200e-01 2.12100199e-09 9.65553208e-01
4.04958756e+00 7.00350835e-01 2.18306523e-02 1.18307705e-01 1.89913635e-09 9.71757073e-01
3.23463619e+00 7.38029774e-01 2.21280948e-02 1.29492646e-01 2.01473455e-09 9.63376150e-01
3.75942458e+00 6.98717188e-01 2.21029329e-02 1.12888255e-01 2.07685366e-09 9.60011867e-01
3.83397614e+00 6.82056189e-01 2.20012262e-02 1.19419015e-01 2.04934616e-09 9.62060357e-01
3.42902093e+00 6.88527027e-01 2.20017455e-02 1.15209584e-01 2.20636794e-09 9.67469488e-01
3.72185334e+00 7.17198387e-01 2.19386117e-02 1.23740593e-01 2.14215438e-09 9.70119089e-01
3.46531714e+00 6.76271535e-01 2.17357144e-02 1.21164737e-01 2.11871443e-09 9.73327103e-01
3.21323837e+00 6.97190352e-01 2.19776064e-02 1.19197060e-01 1.99622085e-09 9.71472623e-01
3.15023887e+00 7.11564100e-01 2.19400229e-02 1.17643296e-01 2.19352751e-09 9.68490067e-01
3.58609519e+00 6.84853395e-01 2.17380500e-02 1.19570690e-01 2.17947418e-09 9.63997254e-01
3.31760466e+00 6.75582449e-01 2.22967742e-02 1.16114049e-01 2.12864686e-09 9.62412831e-01
3.33627071e+00 6.43797940e-01 2.22297310e-02 1.24168483e-01 2.17203424e-09 9.66687560e-01
3.90799496e+00 7.32013269e-01 2.22454572e-02 1.12335571e-01 2.12005632e-09 9.63536495e-01
3.61468211e+00 6.73346002e-01 2.19703052e-02 1.16000178e-01 2.27005546e-09 9.68712911e-01
3.42362740e+00 6.92352383e-01 2.18887054e-02 1.17822255e-01 1.98745779e-09 9.69148858e-01
3.59417181e+00 7.23288417e-01 2.20673070e-02 1.21927134e-01 2.05203185e-09 9.61397655e-01
3.53341106e+00 6.88002375e-01 2.22915410e-02 1.23090135e-01 1.98840993e-09 9.63111053e-01
3.66088584e+00 6.69837043e-01 2.19626160e-02 1.26953305e-01 1.80130267e-09 9.66576050e-01
3.86330600e+00 6.67176058e-01 2.21631415e-02 1.22180376e-01 2.11913757e-09 9.57006361e-01
3.69279556e+00 7.21362758e-01 2.18297084e-02 1.23373158e-01 2.25292383e-09 9.66033839e-01
3.97798866e+00 6.81953131e-01 2.19363712e-02 1.15207738e-01 1.93318241e-09 9.69607521e-01
3.72235692e+00 6.53444068e-01 2.18353162e-02 1.24432591e-01 2.11248114e-09 9.55553130e-01
3.88736187e+00 7.04895097e-01 2.15679403e-02 1.19580487e-01 1.87278286e-09 9.68597679e-01
3.69237373e+00 7.29390114e-01 2.20742639e-02 1.19966429e-01 2.07573848e-09 9.67274590e-01
3.76629707e+00 6.89471769e-01 2.18929040e-02 1.19746337e-01 1.93993887e-09 9.70661719e-01
3.68298957e+00 6.86649796e-01 2.17874992e-02 1.23678523e-01 2.16854103e-09 9.58038089e-01
3.35668901e+00 7.03393686e-01 2.21454005e-02 1.16016182e-01 2.21057498e-09 9.63041357e-01
3.82028486e+00 6.98061731e-01 2.20554568e-02 1.16607751e-01 2.10204555e-09 9.58169693e-01
3.37012019e+00 7.27110639e-01 2.19386928e-02 1.15831484e-01 2.24689079e-09 9.63526810e-01
3.52708266e+00 7.14488873e-01 2.19965354e-02 1.21763577e-01 2.36236890e-09 9.61029803e-01
3.64776105e+00 7.06188537e-01 2.21758800e-02 1.28430225e-01 2.06164335e-09 9.56729889e-01
3.52391887e+00 6.89867108e-01 2.23269013e-02 1.19689797e-01 2.27296773e-09 9.59529622e-01
3.52800398e+00 6.66276056e-01 2.18691272e-02 1.22435065e-01 2.12470998e-09 9.64364986e-01
3.39745345e+00 7.01274495e-01 2.20762940e-02 1.20045687e-01 2.16334018e-09 9.60411298e-01
3.76863632e+00 6.74962779e-01 2.21905808e-02 1.21504514e-01 2.11076379e-09 9.61371909e-01
3.33029132e+00 7.22399602e-01 2.21675011e-02 1.18674330e-01 2.17867290e-09 9.64737683e-01
3.60212608e+00 7.21500303e-01 2.16493040e-02 1.29949359e-01 2.04658689e-09 9.61780265e-01
3.69874686e+00 6.75955485e-01 2.19456039e-02 1.14929417e-01 2.28580341e-09 9.68428789e-01
3.76356483e+00 7.04117731e-01 2.20589120e-02 1.16087267e-01 1.86104225e-09 9.63986874e-01
3.33190412e+00 7.20681278e-01 2.16163830e-02 1.27098798e-01 2.24683897e-09 9.67834912e-01
3.50901195e+00 6.88719039e-01 2.23995651e-02 1.19027454e-01 2.19466580e-09 9.60318795e-01
3.40119888e+00 6.74473382e-01 2.21235077e-02 1.18077668e-01 2.28232997e-09 9.62733503e-01
3.75128099e+00 7.11472534e-01 2.18240843e-02 1.15308319e-01 2.01727722e-09 9.59323725e-01
3.93238870e+00 7.07989034e-01 2.18874753e-02 1.19751348e-01 2.27566747e-09 9.59998313e-01
3.64426751e+00 7.02752003e-01 2.20739387e-02 1.11552714e-01 1.99784974e-09 9.60002617e-01
3.46149495e+00 7.25530283e-01 2.19786711e-02 1.23908250e-01 2.13161928e-09 9.63323937e-01
3.50990873e+00 7.27016262e-01 2.23520930e-02 1.21670141e-01 2.16920596e-09 9.62882184e-01
3.50065353e+00 6.98595700e-01 2.22292970e-02 1.12702092e-01 2.10676807e-09 9.71081792e-01
3.89983641e+00 7.03111355e-01 2.21937583e-02 1.19404547e-01 1.89721116e-09 9.64504079e-01
3.84501089e+00 7.10810025e-01 2.17665474e-02 1.25346560e-01 2.10066968e-09 9.71219745e-01
3.54468550e+00 7.26803386e-01 2.19951364e-02 1.26048671e-01 2.24524029e-09 9.67046479e-01
3.77149605e+00 7.15827635e-01 2.17886059e-02 1.14324141e-01 2.15720431e-09 9.62388266e-01
3.43629498e+00 7.37877627e-01 2.18167796e-02 1.16988928e-01 2.10440782e-09 9.58718989e-01
3.56864205e+00 7.28572323e-01 2.19269984e-02 1.24981955e-01 2.14997904e-09 9.71242294e-01
3.50745214e+00 7.06576048e-01 2.19613656e-02 1.16572235e-01 2.07908166e-09 9.64176675e-01
3.35482872e+00 6.97220621e-01 2.18447438e-02 1.16782869e-01 1.98234600e-09 9.66587848e-01
3.09698471e+00 7.12824214e-01 2.18459461e-02 1.21942168e-01 2.17523667e-09 9.64371102e-01
3.11019679e+00 6.81928829e-01 2.20836017e-02 1.16466787e-01 1.97639113e-09 9.61871897e-01
3.45444838e+00 6.92686929e-01 2.22489416e-02 1.21991671e-01 2.32278887e-09 9.57282364e-01
3.61682964e+00 7.01211499e-01 2.21205105e-02 1.17498282e-01 2.14339770e-09 9.60714346e-01
3.05206681e+00 6.82246389e-01 2.19315228e-02 1.18131165e-01 2.06810377e-09 9.73584112e-01
3.46019822e+00 7.21660278e-01 2.21417860e-02 1.22373357e-01 2.16262983e-09 9.64454475e-01
3.47745864e+00 6.67874010e-01 2.18095816e-02 1.18269289e-01 2.01652380e-09 9.65543717e-01
3.87749760e+00 7.30164916e-01 2.20350886e-02 1.17649191e-01 2.06749906e-09 9.65343253e-01
3.60597487e+00 6.93071578e-01 2.21605776e-02 1.20273491e-01 1.96556807e-09 9.67253950e-01
3.54239637e+00 7.22355596e-01 2.16634586e-02 1.20093000e-01 2.14550367e-09 9.59809239e-01
3.89080136e+00 7.18229912e-01 2.22544563e-02 1.19887061e-01 2.20267882e-09 9.60327230e-01
3.51882951e+00 6.84552543e-01 2.21742544e-02 1.17170460e-01 2.07838181e-09 9.69044286e-01
3.38790240e+00 6.95317852e-01 2.21192912e-02 1.12458722e-01 1.92516495e-09 9.68791997e-01
3.44912208e+00 6.97877060e-01 2.22435917e-02 1.19478018e-01 2.21487833e-09 9.67893494e-01
3.40673190e+00 7.35218275e-01 2.20517283e-02 1.16784466e-01 2.06623490e-09 9.64049701e-01
3.76891880e+00 6.77158895e-01 2.17566750e-02 1.21896760e-01 2.09048834e-09 9.58452554e-01
3.38350271e+00 7.21179710e-01 2.18233930e-02 1.13952949e-01 2.10689307e-09 9.67046362e-01
3.81542610e+00 7.01942282e-01 2.17486501e-02 1.19982248e-01 2.33817328e-09 9.63103272e-01
3.70068320e+00 6.87846470e-01 2.20539670e-02 1.24280866e-01 2.07830308e-09 9.63312398e-01
3.90397133e+00 6.78586447e-01 2.19408764e-02 1.16153326e-01 2.24592821e-09 9.66311026e-01
3.32775809e+00 7.50456838e-01 2.19468149e-02 1.20545929e-01 1.93251296e-09 9.64044839e-01
3.44878703e+00 6.77827386e-01 2.20308252e-02 1.20674261e-01 1.99899946e-09 9.62220847e-01
3.35968225e+00 6.67983619e-01 2.20119976e-02 1.25850528e-01 2.26761621e-09 9.67637742e-01
3.55447367e+00 7.00015684e-01 2.16238379e-02 1.18777146e-01 1.98102621e-09 9.71319872e-01
3.68944992e+00 6.96313216e-01 2.19209792e-02 1.24117656e-01 2.16237980e-09 9.63254083e-01
3.78030581e+00 6.39107752e-01 2.17612041e-02 1.23449246e-01 2.20126560e-09 9.73795777e-01
3.68192432e+00 6.75030543e-01 2.23697401e-02 1.16673992e-01 1.90828108e-09 9.68005334e-01
3.00021865e+00 7.21755921e-01 2.14954725e-02 1.27250367e-01 2.07636269e-09 9.64433590e-01
3.62413365e+00 7.08901684e-01 2.21692059e-02 1.13124469e-01 2.09335153e-09 9.63979802e-01
3.63799604e+00 7.02196781e-01 2.20680645e-02 1.24548983e-01 2.23542642e-09 9.62772664e-01
3.66770308e+00 6.92307322e-01 2.22975398e-02 1.17418293e-01 2.10449281e-09 9.62916979e-01
3.50488871e+00 7.02633714e-01 2.16399308e-02 1.14556785e-01 2.08830217e-09 9.64848889e-01
3.48106037e+00 7.15733092e-01 2.20206632e-02 1.16989815e-01 2.20525679e-09 9.54958898e-01
3.54879528e+00 7.11118612e-01 2.17819704e-02 1.20723805e-01 1.87029983e-09 9.61732300e-01
3.60884225e+00 7.29762865e-01 2.21834785e-02 1.14966468e-01 2.06721488e-09 9.71490623e-01
3.98047514e+00 7.11476944e-01 2.18715510e-02 1.22916093e-01 1.90100609e-09 9.69605621e-01
3.71912228e+00 6.91459949e-01 2.19242349e-02 1.18071683e-01 1.83417592e-09 9.71375314e-01
3.81254647e+00 7.06314574e-01 2.19051561e-02 1.19320186e-01 1.98663973e-09 9.68706432e-01
3.73179295e+00 7.02797343e-01 2.20741153e-02 1.25166854e-01 2.09575944e-09 9.63962355e-01
3.58521111e+00 6.77276358e-01 2.20531605e-02 1.26529394e-01 2.10100876e-09 9.71555463e-01
3.23369457e+00 6.88610374e-01 2.20608566e-02 1.14591589e-01 2.17810271e-09 9.73945751e-01
4.02646700e+00 7.33734582e-01 2.20225192e-02 1.14867020e-01 2.24967519e-09 9.60174408e-01
3.25856704e+00 7.06260907e-01 2.20614563e-02 1.24179490e-01 2.04789755e-09 9.66779009e-01
3.62162676e+00 6.86068976e-01 2.17358644e-02 1.14963976e-01 2.06698497e-09 9.62683641e-01
3.33465963e+00 6.99500129e-01 2.20073882e-02 1.17624219e-01 2.28244843e-09 9.65140317e-01
3.10970254e+00 6.97875928e-01 2.19758125e-02 1.17770657e-01 1.95248996e-09 9.73538554e-01
3.53157158e+00 7.16651068e-01 2.21461797e-02 1.19129198e-01 1.96521481e-09 9.67778719e-01
3.45533660e+00 7.01380725e-01 2.21235122e-02 1.15405046e-01 1.78297082e-09 9.60931707e-01
3.37046843e+00 6.73473289e-01 2.22055189e-02 1.15115002e-01 2.14021243e-09 9.66042695e-01
3.91926705e+00 6.93535450e-01 2.18033023e-02 1.18179972e-01 1.99855983e-09 9.62290987e-01
3.51487435e+00 6.85949378e-01 2.14321018e-02 1.13310875e-01 2.10467102e-09 9.66525349e-01
3.59417162e+00 6.88028201e-01 2.24699115e-02 1.24097481e-01 2.18364523e-09 9.66038771e-01
4.01241779e+00 6.87165898e-01 2.20129138e-02 1.18091467e-01 2.06535720e-09 9.59223845e-01
3.56781893e+00 7.04567663e-01 2.18831700e-02 1.25393833e-01 2.04359003e-09 9.65031852e-01
3.38311114e+00 7.01929034e-01 2.22008528e-02 1.14193163e-01 1.94230215e-09 9.63957305e-01
3.42947069e+00 7.12446400e-01 2.20397769e-02 1.16734015e-01 2.21441243e-09 9.65415852e-01
3.48776312e+00 7.18670304e-01 2.17779104e-02 1.19756669e-01 1.98883714e-09 9.57673581e-01
3.92438752e+00 7.23542163e-01 2.20281749e-02 1.15097765e-01 2.06195702e-09 9.66517275e-01
3.60154430e+00 6.76744644e-01 2.17536788e-02 1.18179823e-01 2.11084376e-09 9.61484865e-01
4.05583077e+00 6.88941691e-01 2.21544615e-02 1.26624694e-01 2.14453420e-09 9.63167385e-01
3.75301780e+00 6.91788693e-01 2.17667647e-02 1.14258462e-01 2.12231897e-09 9.65758566e-01
3.82618333e+00 6.69926050e-01 2.20613075e-02 1.23381871e-01 2.17023690e-09 9.59476248e-01
3.55465913e+00 6.82565695e-01 2.16981065e-02 1.24263534e-01 2.15040687e-09 9.60059412e-01
3.72786135e+00 7.03044202e-01 2.23031899e-02 1.24379554e-01 2.19703035e-09 9.69662158e-01
3.54914853e+00 6.84209706e-01 2.18572100e-02 1.11598021e-01 2.08166978e-09 9.60616935e-01
3.23165268e+00 7.18296247e-01 2.17636526e-02 1.21574025e-01 2.03236780e-09 9.63572406e-01
3.45632949e+00 7.36028660e-01 2.19960422e-02 1.25403092e-01 2.08964122e-09 9.67980829e-01
3.52882365e+00 7.44636789e-01 2.17748420e-02 1.13832723e-01 2.18430917e-09 9.55826497e-01
3.50002745e+00 6.77807053e-01 2.19995950e-02 1.23894568e-01 2.16995574e-09 9.56065833e-01
3.78825021e+00 7.41842406e-01 2.20290807e-02 1.24338384e-01 2.19406188e-09 9.61386858e-01
3.51395925e+00 7.10402920e-01 2.21371529e-02 1.16647403e-01 2.09356337e-09 9.66444308e-01
3.57356348e+00 7.24970349e-01 2.18034383e-02 1.18470564e-01 2.00864263e-09 9.63908038e-01
3.58083315e+00 7.26334555e-01 2.20892679e-02 1.20008231e-01 2.28520595e-09 9.66828899e-01
3.60252015e+00 6.83019900e-01 2.19259296e-02 1.17068514e-01 2.11885025e-09 9.59194284e-01
3.99591528e+00 7.07689940e-01 2.19032659e-02 1.16674758e-01 1.99749339e-09 9.67145188e-01
3.75247988e+00 7.21029471e-01 2.21072009e-02 1.26332353e-01 2.00907854e-09 9.63502333e-01
3.58604736e+00 6.59569686e-01 2.23728950e-02 1.23233765e-01 2.26730932e-09 9.64189996e-01
3.64151526e+00 6.96910881e-01 2.18499655e-02 1.16402611e-01 2.24885905e-09 9.65849432e-01
3.51126234e+00 6.95198116e-01 2.20781491e-02 1.15847284e-01 2.02363345e-09 9.56363774e-01
3.79250851e+00 6.96016691e-01 2.16198886e-02 1.20685383e-01 1.96099600e-09 9.65414091e-01
3.59384165e+00 6.97148777e-01 2.21937102e-02 1.24673454e-01 2.06574990e-09 9.60700153e-01
3.58925059e+00 7.30004294e-01 2.20738398e-02 1.13310663e-01 2.18853677e-09 9.62264676e-01
3.79343899e+00 6.93718266e-01 2.20695286e-02 1.18453592e-01 1.96620847e-09 9.68462360e-01
3.60716651e+00 6.96882419e-01 2.18927282e-02 1.17913692e-01 2.06755750e-09 9.65878123e-01
3.72663558e+00 6.80573855e-01 2.22196419e-02 1.15237608e-01 2.34775554e-09 9.61174664e-01
3.70608290e+00 6.96500483e-01 2.21900352e-02 1.11777434e-01 2.10242004e-09 9.61667449e-01
